relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_disease,parent-child,35599,18454,disease,dysostosis of genetic origin,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
disease_disease,parent-child,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO,32647,18684,disease,idiopathic neonatal atrial flutter,MONDO
disease_disease,parent-child,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO,27703,18685,disease,incessant infant ventricular tachycardia,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,38942,18758,disease,familial patent arterial duct,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,38142,18771,disease,congenital anomaly of ventricular septum,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,38142,18771,disease,congenital anomaly of ventricular septum,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO
disease_disease,parent-child,35515,19052,disease,inborn errors of metabolism,MONDO,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO
disease_disease,parent-child,35488,15656_16401,disease,metabolic disease with epilepsy,MONDO_grouped,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO
disease_disease,parent-child,35480,24237,disease,inherited neurodegenerative disorder,MONDO,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO
disease_disease,parent-child,38877,5217,disease,familial cardiomyopathy,MONDO,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped
disease_disease,parent-child,37524,591,disease,intrinsic cardiomyopathy,MONDO,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped
disease_disease,parent-child,39105,16343,disease,unclassified cardiomyopathy,MONDO,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped
disease_disease,parent-child,35690,2254,disease,syndromic disease,MONDO,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,33301,18923,disease,22q11.2 deletion syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,94932,19075,disease,Bosley-Salih-Alorainy syndrome,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO
disease_disease,parent-child,36341,16345,disease,non-familial restrictive cardiomyopathy,MONDO,33141,19158,disease,tropical endomyocardial fibrosis,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,27655,19171,disease,familial long QT syndrome,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,28721,12128_13463_19443,disease,dextro-looped transposition of the great arteries,MONDO_grouped
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,28721,12128_13463_19443,disease,dextro-looped transposition of the great arteries,MONDO_grouped
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,28103,7240_7701_11474_19490,disease,progressive familial heart block,MONDO_grouped
disease_disease,parent-child,35660,992,disease,heart conduction disease,MONDO,28103,7240_7701_11474_19490,disease,progressive familial heart block,MONDO_grouped
disease_disease,parent-child,36160,21209,disease,heart neoplasm,MONDO,98672,19493,disease,primary adult heart tumor,MONDO
disease_disease,parent-child,36160,21209,disease,heart neoplasm,MONDO,98673,19494,disease,primary pediatric heart tumor,MONDO
disease_disease,parent-child,38615,15778,disease,syndromic hypothyroidism,MONDO,32798,19506,disease,obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,MONDO
disease_disease,parent-child,36967,24239,disease,congenital anomaly of cardiovascular system,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,32065,10653,disease,Renpenning syndrome,MONDO,32624,19767,disease,hamel cerebro-palato-cardiac syndrome,MONDO
disease_disease,parent-child,39479,20284,disease,heart position anomaly,MONDO,94596,19807,disease,mesocardia (disease),MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,94591,19808,disease,aortic valve atresia (disease),MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,37643,19820,disease,univentricular cardiopathy,MONDO
disease_disease,parent-child,39231,15203_19825_22869,disease,coronary artery congenital malformation,MONDO_grouped,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,39483,17710,disease,congenital systemic veins anomaly,MONDO,39597,19831,disease,congenital anomaly of the coronary sinus,MONDO
disease_disease,parent-child,38046,20294,disease,atrial defect and interatrial communication,MONDO,39595,19837,disease,atrial appendage anomaly,MONDO
disease_disease,parent-child,38546,18677,disease,visceral heterotaxy,MONDO,98734,19862,disease,levocardia,MONDO
disease_disease,parent-child,39558,17152,disease,pulmonary arterial hypertension associated with congenital heart disease,MONDO,32244,19944,disease,Eisenmenger syndrome,MONDO
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,39117,20064_20110_43187,disease,pulmonary agenesis,MONDO_grouped
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,38567,20231,disease,cardiac disease with cataract,MONDO
disease_disease,parent-child,38773,20227,disease,systemic disease with cataract,MONDO,38567,20231,disease,cardiac disease with cataract,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,39479,20284,disease,heart position anomaly,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO
disease_disease,parent-child,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO,38174,20286,disease,aortic malformation,MONDO
disease_disease,parent-child,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO,38756,20287,disease,pulmonary artery or pulmonary branch anomaly,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,39284,20288,disease,atrioventricular valve anomaly,MONDO
disease_disease,parent-child,35670,2869,disease,heart valve disease,MONDO,39284,20288,disease,atrioventricular valve anomaly,MONDO
disease_disease,parent-child,39284,20288,disease,atrioventricular valve anomaly,MONDO,33663,20289,disease,congenital tricuspid malformation,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped
disease_disease,parent-child,39284,20288,disease,atrioventricular valve anomaly,MONDO,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped
disease_disease,parent-child,36491,2078,disease,heart septal defect,MONDO,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped
disease_disease,parent-child,35690,2254,disease,syndromic disease,MONDO,38755,20291,disease,hypoplastic right heart syndrome,MONDO
disease_disease,parent-child,37643,19820,disease,univentricular cardiopathy,MONDO,38755,20291,disease,hypoplastic right heart syndrome,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,39138,20292,disease,congenital anomaly of the great arteries,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,38046,20294,disease,atrial defect and interatrial communication,MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,30720,7130_17705_20295_20453,disease,congenital pulmonary venous return anomaly,MONDO_grouped
disease_disease,parent-child,33343,16292,disease,nodular neuronal heterotopia,MONDO,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped
disease_disease,parent-child,35464,19117,disease,genetic nervous system disorder,MONDO,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,84105,20386,disease,double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,94905,20387,disease,double outlet right ventricle with subpulmonary ventricular septal defect,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,94906,20388,disease,double outlet right ventricle with non-committed subpulmonary ventricular septal defect,MONDO
disease_disease,parent-child,39117,20064_20110_43187,disease,pulmonary agenesis,MONDO_grouped,98808,20389,disease,pulmonary valve agenesis-ventricular septal defect-persistent ductus arteriosus syndrome,MONDO
disease_disease,parent-child,39590,15273,disease,complete atrioventricular canal,MONDO,94897,20406,disease,complete atrioventricular canal-left heart obstruction syndrome,MONDO
disease_disease,parent-child,39590,15273,disease,complete atrioventricular canal,MONDO,94898,20407,disease,complete atrioventricular canal-ventricle hypoplasia syndrome,MONDO
disease_disease,parent-child,39590,15273,disease,complete atrioventricular canal,MONDO,94899,20408,disease,complete atrioventricular canal-tetralogy of fallot syndrome,MONDO
disease_disease,parent-child,39591,15451,disease,univentricular heart,MONDO,98819,20409,disease,univentricular heart with single atrio-ventricular valve,MONDO
disease_disease,parent-child,33384,18082,disease,aorto-ventricular tunnel (disease),MONDO,98820,20410,disease,aorto-right ventricular tunnel,MONDO
disease_disease,parent-child,33384,18082,disease,aorto-ventricular tunnel (disease),MONDO,98821,20411,disease,aorto-left ventricular tunnel,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,98829,20421,disease,coronary artery intramyocardial course,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,98830,20422,disease,aortopulmonary coronary arterial course,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,98831,20423,disease,stenosis or atrophy of the coronary ostium,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,98832,20424,disease,intramural coronary arterial course,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,98833,20425,disease,abnormal number of coronary ostia,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,98834,20426,disease,malposition of the coronary ostium,MONDO
disease_disease,parent-child,38142,18771,disease,congenital anomaly of ventricular septum,MONDO,98835,20427,disease,Laubry-Pezzi syndrome,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,98836,20428,disease,congenital Gerbode defect,MONDO
disease_disease,parent-child,39594,15450,disease,triatrial heart,MONDO,94593,20429,disease,cor triatriatum dexter (disease),MONDO
disease_disease,parent-child,39594,15450,disease,triatrial heart,MONDO,98837,20430,disease,cor triatriatum sinister,MONDO
